text,intent,entities
"Hello, I want to return my Instant Pot",refund_request,{'product': 'Instant Pot'}
My password isn't working thanks,account_help,{}
I can't login to my account thank you,account_help,{}
Do you have Nike Air Force in black? please,product_inquiry,"{'product': 'Nike Air Force', 'color': 'black'}"
How do I return Samsung Galaxy??,refund_request,{'product': 'Samsung Galaxy'}
Do you have Kindle in red?...,product_inquiry,"{'product': 'Kindle', 'color': 'red'}"
What are the specs for the Instant Pot??,product_inquiry,{'product': 'Instant Pot'}
How do I return MacBook Pro? thank you,refund_request,{'product': 'MacBook Pro'}
Do you have MacBook Pro in white??,product_inquiry,"{'product': 'MacBook Pro', 'color': 'white'}"
Do you have Nike Air Force in space gray? thanks,product_inquiry,"{'product': 'Nike Air Force', 'color': 'space gray'}"
What's the status of order #PG38786?...,order_status,{'order_id': 'PG38786'}
"Hi, When will Instant Pot be back in stock?",product_inquiry,{'product': 'Instant Pot'}
I was wondering The website won't let me view my orders,technical_support,{'action': 'view my orders'}
Do you have PlayStation 5 in black? please,product_inquiry,"{'product': 'PlayStation 5', 'color': 'black'}"
"Hey, Has order #HD52750 shipped yet?",order_status,{'order_id': 'HD52750'}
How do I reset my password? thanks,account_help,{}
When will iPhone be back in stock??,product_inquiry,{'product': 'iPhone'}
"Hey, When will Kindle be back in stock?",product_inquiry,{'product': 'Kindle'}
Can you check where order VR28180 is?...,order_status,{'order_id': 'VR28180'}
Can you tell me Do you have Nike Air Force in white?,product_inquiry,"{'product': 'Nike Air Force', 'color': 'white'}"
"Hey, The Samsung Galaxy arrived damaged, I need a refund",refund_request,{'product': 'Samsung Galaxy'}
Can you check where order XY80177 is??,order_status,{'order_id': 'XY80177'}
Can you check where order YT02788 is??,order_status,{'order_id': 'YT02788'}
Do you have Dyson vacuum in blue? please,product_inquiry,"{'product': 'Dyson vacuum', 'color': 'blue'}"
My password isn't working thanks,account_help,{}
Do you have Instant Pot in blue? thank you,product_inquiry,"{'product': 'Instant Pot', 'color': 'blue'}"
Has order #ZJ54774 shipped yet?...,order_status,{'order_id': 'ZJ54774'}
I was wondering What are the specs for the Kindle?,product_inquiry,{'product': 'Kindle'}
"Hey, Do you have Nike Air Force in space gray?",product_inquiry,"{'product': 'Nike Air Force', 'color': 'space gray'}"
"Hey, Can you check where order ZK72033 is?",order_status,{'order_id': 'ZK72033'}
I was wondering The app crashes when I view my orders,technical_support,{'action': 'view my orders'}
"Hello, Has order #HW65745 shipped yet?",order_status,{'order_id': 'HW65745'}
"Hello, Do you have Samsung Galaxy in silver?",product_inquiry,"{'product': 'Samsung Galaxy', 'color': 'silver'}"
Can you tell me How do I return AirPods?,refund_request,{'product': 'AirPods'}
"Hello, Do you have Instant Pot in white?",product_inquiry,"{'product': 'Instant Pot', 'color': 'white'}"
I want to return my Samsung Galaxy?,refund_request,{'product': 'Samsung Galaxy'}
Can you tell me The app crashes when I view my orders,technical_support,{'action': 'view my orders'}
I was wondering Do you have Nike Air Force in blue?,product_inquiry,"{'product': 'Nike Air Force', 'color': 'blue'}"
Can you tell me The website won't let me login,technical_support,{'action': 'login'}
Can you tell me When will iPhone be back in stock?,product_inquiry,{'product': 'iPhone'}
When will iPhone be back in stock? thank you,product_inquiry,{'product': 'iPhone'}
I want to return my Fitbit please,refund_request,{'product': 'Fitbit'}
Can you tell me The website won't let me update payment info,technical_support,{'action': 'update payment info'}
"Hello, I can't login to my account",account_help,{}
When will Nike Air Force be back in stock?...,product_inquiry,{'product': 'Nike Air Force'}
"The AirPods arrived damaged, I need a refund please",refund_request,{'product': 'AirPods'}
I'm getting error ERR_CONNECTION_REFUSED when trying to add to cart...,technical_support,"{'action': 'add to cart', 'error_code': 'ERR_CONNECTION_REFUSED'}"
"Hello, Do you have iPhone in space gray?",product_inquiry,"{'product': 'iPhone', 'color': 'space gray'}"
The app crashes when I view my orders thanks,technical_support,{'action': 'view my orders'}
Can you tell me How do I return MacBook Pro?,refund_request,{'product': 'MacBook Pro'}
Can you check where order EJ00919 is? thanks,order_status,{'order_id': 'EJ00919'}
"Hey, How do I reset my password?",account_help,{}
Can you tell me I'm getting error 404 when trying to update payment info,technical_support,"{'action': 'update payment info', 'error_code': '404'}"
The app crashes when I view my orders thanks,technical_support,{'action': 'view my orders'}
What are the specs for the PlayStation 5? thank you,product_inquiry,{'product': 'PlayStation 5'}
I'm getting error 500 when trying to view my orders please,technical_support,"{'action': 'view my orders', 'error_code': '500'}"
Can you tell me I can't login to my account,account_help,{}
I was wondering I want to return my AirPods,refund_request,{'product': 'AirPods'}
Can you tell me Can you check where order VB54971 is?,order_status,{'order_id': 'VB54971'}
"Hello, I can't login to my account",account_help,{}
Can you tell me I want to return my AirPods,refund_request,{'product': 'AirPods'}
"Hi, The AirPods arrived damaged, I need a refund",refund_request,{'product': 'AirPods'}
"Hey, How do I reset my password?",account_help,{}
Can you tell me The app crashes when I update payment info,technical_support,{'action': 'update payment info'}
The app crashes when I login...,technical_support,{'action': 'login'}
Can you tell me I want to return my Nike Air Force,refund_request,{'product': 'Nike Air Force'}
"Hi, The Fitbit arrived damaged, I need a refund",refund_request,{'product': 'Fitbit'}
"Hi, How do I reset my password?",account_help,{}
Can you check where order CG54420 is? thanks,order_status,{'order_id': 'CG54420'}
"Hi, My password isn't working",account_help,{}
"Hi, How do I reset my password?",account_help,{}
I was wondering My password isn't working,account_help,{}
I was wondering Do you have Dyson vacuum in black?,product_inquiry,"{'product': 'Dyson vacuum', 'color': 'black'}"
My password isn't working?,account_help,{}
"The Samsung Galaxy arrived damaged, I need a refund thanks",refund_request,{'product': 'Samsung Galaxy'}
What are the specs for the AirPods?...,product_inquiry,{'product': 'AirPods'}
Can you tell me The app crashes when I update payment info,technical_support,{'action': 'update payment info'}
How do I return Nike Air Force?...,refund_request,{'product': 'Nike Air Force'}
"Hello, What are the specs for the Fitbit?",product_inquiry,{'product': 'Fitbit'}
"Hello, My password isn't working",account_help,{}
"Hello, Do you have Instant Pot in white?",product_inquiry,"{'product': 'Instant Pot', 'color': 'white'}"
Can you tell me I can't login to my account,account_help,{}
I was wondering Can you check where order WS72538 is?,order_status,{'order_id': 'WS72538'}
I can't login to my account?,account_help,{}
What's the status of order #JJ10125? please,order_status,{'order_id': 'JJ10125'}
"Hello, My password isn't working",account_help,{}
"Hey, I want to return my MacBook Pro",refund_request,{'product': 'MacBook Pro'}
I was wondering Has order #XV53560 shipped yet?,order_status,{'order_id': 'XV53560'}
"Hi, Has order #DA00148 shipped yet?",order_status,{'order_id': 'DA00148'}
The website won't let me checkout?,technical_support,{'action': 'checkout'}
Can you tell me Can you check where order DD42433 is?,order_status,{'order_id': 'DD42433'}
What are the specs for the Instant Pot? thank you,product_inquiry,{'product': 'Instant Pot'}
"Hi, I want to return my Instant Pot",refund_request,{'product': 'Instant Pot'}
How do I reset my password?...,account_help,{}
When will Instant Pot be back in stock??,product_inquiry,{'product': 'Instant Pot'}
How do I return Instant Pot??,refund_request,{'product': 'Instant Pot'}
"Hey, What are the specs for the Instant Pot?",product_inquiry,{'product': 'Instant Pot'}
I was wondering I can't login to my account,account_help,{}
What are the specs for the iPhone?...,product_inquiry,{'product': 'iPhone'}
I was wondering What are the specs for the Nike Air Force?,product_inquiry,{'product': 'Nike Air Force'}
What's the status of order #XJ26994? thanks,order_status,{'order_id': 'XJ26994'}
When will Kindle be back in stock?...,product_inquiry,{'product': 'Kindle'}
What are the specs for the Kindle? thank you,product_inquiry,{'product': 'Kindle'}
"Hi, I'm getting error ERR_CONNECTION_REFUSED when trying to view my orders",technical_support,"{'action': 'view my orders', 'error_code': 'ERR_CONNECTION_REFUSED'}"
I was wondering The website won't let me checkout,technical_support,{'action': 'checkout'}
"Hello, The website won't let me login",technical_support,{'action': 'login'}
What's the status of order #WD87788?...,order_status,{'order_id': 'WD87788'}
The app crashes when I add to cart please,technical_support,{'action': 'add to cart'}
I was wondering How do I reset my password?,account_help,{}
The website won't let me add to cart?,technical_support,{'action': 'add to cart'}
Can you tell me When will MacBook Pro be back in stock?,product_inquiry,{'product': 'MacBook Pro'}
I can't login to my account thank you,account_help,{}
"Hey, How do I reset my password?",account_help,{}
I was wondering Has order #IM36219 shipped yet?,order_status,{'order_id': 'IM36219'}
How do I reset my password??,account_help,{}
"Hello, The website won't let me view my orders",technical_support,{'action': 'view my orders'}
I was wondering I'm getting error ERR_CONNECTION_REFUSED when trying to view my orders,technical_support,"{'action': 'view my orders', 'error_code': 'ERR_CONNECTION_REFUSED'}"
I want to return my Fitbit?,refund_request,{'product': 'Fitbit'}
What's the status of order #MI32364?...,order_status,{'order_id': 'MI32364'}
"Hey, The app crashes when I add to cart",technical_support,{'action': 'add to cart'}
Can you tell me The website won't let me checkout,technical_support,{'action': 'checkout'}
Can you check where order BM95484 is? thank you,order_status,{'order_id': 'BM95484'}
I'm getting error ERR_TIMEOUT when trying to view my orders?,technical_support,"{'action': 'view my orders', 'error_code': 'ERR_TIMEOUT'}"
Can you check where order DO95755 is? thanks,order_status,{'order_id': 'DO95755'}
How do I reset my password? thanks,account_help,{}
"Hello, I can't login to my account",account_help,{}
"Hi, Can you check where order MN51892 is?",order_status,{'order_id': 'MN51892'}
The website won't let me view my orders please,technical_support,{'action': 'view my orders'}
Can you check where order ZW72872 is? please,order_status,{'order_id': 'ZW72872'}
How do I return PlayStation 5? please,refund_request,{'product': 'PlayStation 5'}
When will AirPods be back in stock? thanks,product_inquiry,{'product': 'AirPods'}
I want to return my Nike Air Force please,refund_request,{'product': 'Nike Air Force'}
"The MacBook Pro arrived damaged, I need a refund please",refund_request,{'product': 'MacBook Pro'}
"The PlayStation 5 arrived damaged, I need a refund...",refund_request,{'product': 'PlayStation 5'}
Can you tell me What are the specs for the iPhone?,product_inquiry,{'product': 'iPhone'}
"Hey, How do I return Kindle?",refund_request,{'product': 'Kindle'}
"Hi, The AirPods arrived damaged, I need a refund",refund_request,{'product': 'AirPods'}
"Hi, What are the specs for the iPhone?",product_inquiry,{'product': 'iPhone'}
"Hey, I can't login to my account",account_help,{}
My password isn't working thank you,account_help,{}
"Hey, I can't login to my account",account_help,{}
"The Nike Air Force arrived damaged, I need a refund thanks",refund_request,{'product': 'Nike Air Force'}
"Hi, When will MacBook Pro be back in stock?",product_inquiry,{'product': 'MacBook Pro'}
"Hey, How do I reset my password?",account_help,{}
What are the specs for the Kindle??,product_inquiry,{'product': 'Kindle'}
Can you tell me How do I reset my password?,account_help,{}
"Hello, The website won't let me update payment info",technical_support,{'action': 'update payment info'}
The website won't let me login thank you,technical_support,{'action': 'login'}
Has order #MQ52427 shipped yet?...,order_status,{'order_id': 'MQ52427'}
How do I reset my password? please,account_help,{}
How do I return Nike Air Force?...,refund_request,{'product': 'Nike Air Force'}
"Hello, The app crashes when I add to cart",technical_support,{'action': 'add to cart'}
Can you tell me My password isn't working,account_help,{}
Can you tell me The website won't let me checkout,technical_support,{'action': 'checkout'}
"Hello, The app crashes when I update payment info",technical_support,{'action': 'update payment info'}
"Hello, What are the specs for the MacBook Pro?",product_inquiry,{'product': 'MacBook Pro'}
"Hello, How do I reset my password?",account_help,{}
What are the specs for the AirPods? please,product_inquiry,{'product': 'AirPods'}
"Hey, What's the status of order #GT78645?",order_status,{'order_id': 'GT78645'}
The app crashes when I view my orders?,technical_support,{'action': 'view my orders'}
I want to return my Nike Air Force thank you,refund_request,{'product': 'Nike Air Force'}
I want to return my Samsung Galaxy?,refund_request,{'product': 'Samsung Galaxy'}
"Hello, My password isn't working",account_help,{}
"Hello, What are the specs for the AirPods?",product_inquiry,{'product': 'AirPods'}
"Hey, The website won't let me checkout",technical_support,{'action': 'checkout'}
What are the specs for the Nike Air Force??,product_inquiry,{'product': 'Nike Air Force'}
"Hey, What's the status of order #DE85351?",order_status,{'order_id': 'DE85351'}
"Hello, How do I reset my password?",account_help,{}
"Hey, Can you check where order RA81433 is?",order_status,{'order_id': 'RA81433'}
Can you tell me Has order #CM65710 shipped yet?,order_status,{'order_id': 'CM65710'}
"Hey, The iPhone arrived damaged, I need a refund",refund_request,{'product': 'iPhone'}
"Hey, How do I return Dyson vacuum?",refund_request,{'product': 'Dyson vacuum'}
"Hi, Can you check where order TH40219 is?",order_status,{'order_id': 'TH40219'}
"Hi, Do you have Nike Air Force in red?",product_inquiry,"{'product': 'Nike Air Force', 'color': 'red'}"
What's the status of order #WN25919? thanks,order_status,{'order_id': 'WN25919'}
The website won't let me view my orders?,technical_support,{'action': 'view my orders'}
The app crashes when I add to cart...,technical_support,{'action': 'add to cart'}
My password isn't working thanks,account_help,{}
When will Samsung Galaxy be back in stock? thank you,product_inquiry,{'product': 'Samsung Galaxy'}
"Hey, Can you check where order CN63946 is?",order_status,{'order_id': 'CN63946'}
I was wondering When will Fitbit be back in stock?,product_inquiry,{'product': 'Fitbit'}
I was wondering Has order #YX68027 shipped yet?,order_status,{'order_id': 'YX68027'}
"Hello, My password isn't working",account_help,{}
I was wondering The app crashes when I view my orders,technical_support,{'action': 'view my orders'}
The website won't let me update payment info?,technical_support,{'action': 'update payment info'}
"Hi, What are the specs for the iPhone?",product_inquiry,{'product': 'iPhone'}
What are the specs for the Instant Pot? please,product_inquiry,{'product': 'Instant Pot'}
Can you tell me When will MacBook Pro be back in stock?,product_inquiry,{'product': 'MacBook Pro'}
"Hey, When will Instant Pot be back in stock?",product_inquiry,{'product': 'Instant Pot'}
Can you tell me I want to return my Samsung Galaxy,refund_request,{'product': 'Samsung Galaxy'}
"Hey, When will iPhone be back in stock?",product_inquiry,{'product': 'iPhone'}
Can you tell me The website won't let me login,technical_support,{'action': 'login'}
I want to return my Samsung Galaxy thank you,refund_request,{'product': 'Samsung Galaxy'}
"Hey, Has order #LW32454 shipped yet?",order_status,{'order_id': 'LW32454'}
Can you tell me The app crashes when I checkout,technical_support,{'action': 'checkout'}
When will Fitbit be back in stock??,product_inquiry,{'product': 'Fitbit'}
The app crashes when I checkout?,technical_support,{'action': 'checkout'}
When will iPhone be back in stock? thanks,product_inquiry,{'product': 'iPhone'}
"Hey, Do you have Instant Pot in space gray?",product_inquiry,"{'product': 'Instant Pot', 'color': 'space gray'}"
Can you tell me What are the specs for the Nike Air Force?,product_inquiry,{'product': 'Nike Air Force'}
"Hey, Can you check where order ZH82733 is?",order_status,{'order_id': 'ZH82733'}
Can you tell me When will Fitbit be back in stock?,product_inquiry,{'product': 'Fitbit'}
I was wondering When will MacBook Pro be back in stock?,product_inquiry,{'product': 'MacBook Pro'}
"Hi, Do you have Dyson vacuum in black?",product_inquiry,"{'product': 'Dyson vacuum', 'color': 'black'}"
Can you tell me I can't login to my account,account_help,{}
"Hi, Has order #YI56788 shipped yet?",order_status,{'order_id': 'YI56788'}
My password isn't working...,account_help,{}
"Hello, I'm getting error ERR_CONNECTION_REFUSED when trying to login",technical_support,"{'action': 'login', 'error_code': 'ERR_CONNECTION_REFUSED'}"
The app crashes when I update payment info please,technical_support,{'action': 'update payment info'}
"Hello, Can you check where order VS91231 is?",order_status,{'order_id': 'VS91231'}
"Hey, What's the status of order #YQ13540?",order_status,{'order_id': 'YQ13540'}
I'm getting error 404 when trying to view my orders...,technical_support,"{'action': 'view my orders', 'error_code': '404'}"
I can't login to my account thank you,account_help,{}
"The Kindle arrived damaged, I need a refund please",refund_request,{'product': 'Kindle'}
The app crashes when I login please,technical_support,{'action': 'login'}
The website won't let me checkout?,technical_support,{'action': 'checkout'}
The website won't let me view my orders thank you,technical_support,{'action': 'view my orders'}
"Hey, What are the specs for the Nike Air Force?",product_inquiry,{'product': 'Nike Air Force'}
I can't login to my account please,account_help,{}
I was wondering What are the specs for the iPhone?,product_inquiry,{'product': 'iPhone'}
"Hi, Do you have iPhone in black?",product_inquiry,"{'product': 'iPhone', 'color': 'black'}"
How do I reset my password?...,account_help,{}
"Hi, I can't login to my account",account_help,{}
"Hey, Can you check where order NG52244 is?",order_status,{'order_id': 'NG52244'}
The website won't let me update payment info?,technical_support,{'action': 'update payment info'}
I can't login to my account thanks,account_help,{}
"Hello, What's the status of order #UX88184?",order_status,{'order_id': 'UX88184'}
Can you check where order MY68563 is??,order_status,{'order_id': 'MY68563'}
What are the specs for the Fitbit?...,product_inquiry,{'product': 'Fitbit'}
How do I reset my password??,account_help,{}
I can't login to my account please,account_help,{}
I was wondering What's the status of order #EZ76751?,order_status,{'order_id': 'EZ76751'}
The website won't let me add to cart thank you,technical_support,{'action': 'add to cart'}
How do I return Kindle??,refund_request,{'product': 'Kindle'}
How do I return Fitbit? thanks,refund_request,{'product': 'Fitbit'}
Can you check where order OB15205 is? thank you,order_status,{'order_id': 'OB15205'}
"Hello, How do I return Nike Air Force?",refund_request,{'product': 'Nike Air Force'}
"Hey, Has order #BK23474 shipped yet?",order_status,{'order_id': 'BK23474'}
I want to return my Nike Air Force please,refund_request,{'product': 'Nike Air Force'}
I'm getting error 500 when trying to update payment info thanks,technical_support,"{'action': 'update payment info', 'error_code': '500'}"
Can you tell me Can you check where order AA94381 is?,order_status,{'order_id': 'AA94381'}
How do I return MacBook Pro??,refund_request,{'product': 'MacBook Pro'}
The app crashes when I add to cart?,technical_support,{'action': 'add to cart'}
I was wondering How do I return PlayStation 5?,refund_request,{'product': 'PlayStation 5'}
"Can you tell me The iPhone arrived damaged, I need a refund",refund_request,{'product': 'iPhone'}
"The Fitbit arrived damaged, I need a refund please",refund_request,{'product': 'Fitbit'}
I can't login to my account thanks,account_help,{}
What's the status of order #DZ94870? thank you,order_status,{'order_id': 'DZ94870'}
Do you have iPhone in blue??,product_inquiry,"{'product': 'iPhone', 'color': 'blue'}"
Can you tell me What are the specs for the Nike Air Force?,product_inquiry,{'product': 'Nike Air Force'}
I was wondering How do I reset my password?,account_help,{}
The website won't let me view my orders thanks,technical_support,{'action': 'view my orders'}
"Hey, Has order #CH12630 shipped yet?",order_status,{'order_id': 'CH12630'}
"Hey, Do you have Samsung Galaxy in black?",product_inquiry,"{'product': 'Samsung Galaxy', 'color': 'black'}"
Can you check where order CM93053 is? thanks,order_status,{'order_id': 'CM93053'}
I was wondering I'm getting error ERR_CONNECTION_REFUSED when trying to checkout,technical_support,"{'action': 'checkout', 'error_code': 'ERR_CONNECTION_REFUSED'}"
Can you tell me Do you have Instant Pot in space gray?,product_inquiry,"{'product': 'Instant Pot', 'color': 'space gray'}"
I can't login to my account...,account_help,{}
I was wondering I want to return my Dyson vacuum,refund_request,{'product': 'Dyson vacuum'}
What are the specs for the Instant Pot? please,product_inquiry,{'product': 'Instant Pot'}
Do you have Kindle in blue? please,product_inquiry,"{'product': 'Kindle', 'color': 'blue'}"
I want to return my Dyson vacuum thanks,refund_request,{'product': 'Dyson vacuum'}
"Hello, My password isn't working",account_help,{}
"Hello, What's the status of order #UK06303?",order_status,{'order_id': 'UK06303'}
"Hi, I'm getting error ERR_TIMEOUT when trying to checkout",technical_support,"{'action': 'checkout', 'error_code': 'ERR_TIMEOUT'}"
"Hello, Has order #RV26748 shipped yet?",order_status,{'order_id': 'RV26748'}
What are the specs for the Kindle? please,product_inquiry,{'product': 'Kindle'}
How do I return AirPods?...,refund_request,{'product': 'AirPods'}
What's the status of order #NF14385? thank you,order_status,{'order_id': 'NF14385'}
The website won't let me login?,technical_support,{'action': 'login'}
"Hello, The Dyson vacuum arrived damaged, I need a refund",refund_request,{'product': 'Dyson vacuum'}
"Hey, Do you have MacBook Pro in white?",product_inquiry,"{'product': 'MacBook Pro', 'color': 'white'}"
Do you have Dyson vacuum in space gray? thanks,product_inquiry,"{'product': 'Dyson vacuum', 'color': 'space gray'}"
How do I reset my password?...,account_help,{}
Can you tell me The app crashes when I login,technical_support,{'action': 'login'}
"Hey, My password isn't working",account_help,{}
Can you check where order ZZ59988 is? thanks,order_status,{'order_id': 'ZZ59988'}
I'm getting error ERR_CONNECTION_REFUSED when trying to view my orders...,technical_support,"{'action': 'view my orders', 'error_code': 'ERR_CONNECTION_REFUSED'}"
"Hey, Do you have iPhone in space gray?",product_inquiry,"{'product': 'iPhone', 'color': 'space gray'}"
The website won't let me view my orders?,technical_support,{'action': 'view my orders'}
"The Kindle arrived damaged, I need a refund?",refund_request,{'product': 'Kindle'}
How do I reset my password? thanks,account_help,{}
My password isn't working?,account_help,{}
I can't login to my account please,account_help,{}
Can you tell me I'm getting error 404 when trying to checkout,technical_support,"{'action': 'checkout', 'error_code': '404'}"
The app crashes when I view my orders?,technical_support,{'action': 'view my orders'}
I was wondering Has order #QB27580 shipped yet?,order_status,{'order_id': 'QB27580'}
"Hey, What are the specs for the Fitbit?",product_inquiry,{'product': 'Fitbit'}
When will Fitbit be back in stock? please,product_inquiry,{'product': 'Fitbit'}
I can't login to my account thank you,account_help,{}
I was wondering Has order #IQ85795 shipped yet?,order_status,{'order_id': 'IQ85795'}
Can you tell me I can't login to my account,account_help,{}
The website won't let me checkout please,technical_support,{'action': 'checkout'}
"Hi, When will Kindle be back in stock?",product_inquiry,{'product': 'Kindle'}
"Hi, The app crashes when I login",technical_support,{'action': 'login'}
Has order #FT45394 shipped yet? thank you,order_status,{'order_id': 'FT45394'}
"Hi, When will Nike Air Force be back in stock?",product_inquiry,{'product': 'Nike Air Force'}
Can you tell me The app crashes when I update payment info,technical_support,{'action': 'update payment info'}
Can you tell me I'm getting error 500 when trying to view my orders,technical_support,"{'action': 'view my orders', 'error_code': '500'}"
Do you have MacBook Pro in silver??,product_inquiry,"{'product': 'MacBook Pro', 'color': 'silver'}"
How do I return Instant Pot? thank you,refund_request,{'product': 'Instant Pot'}
Do you have Dyson vacuum in black? thank you,product_inquiry,"{'product': 'Dyson vacuum', 'color': 'black'}"
Can you check where order LB18782 is??,order_status,{'order_id': 'LB18782'}
I want to return my Kindle thanks,refund_request,{'product': 'Kindle'}
My password isn't working thanks,account_help,{}
How do I reset my password? thank you,account_help,{}
What's the status of order #MM31022??,order_status,{'order_id': 'MM31022'}
I was wondering How do I reset my password?,account_help,{}
"Hey, How do I reset my password?",account_help,{}
"Hi, The website won't let me add to cart",technical_support,{'action': 'add to cart'}
Can you tell me I can't login to my account,account_help,{}
My password isn't working please,account_help,{}
"Hello, My password isn't working",account_help,{}
What are the specs for the AirPods? thanks,product_inquiry,{'product': 'AirPods'}
"Hey, What's the status of order #IU91316?",order_status,{'order_id': 'IU91316'}
Can you check where order PL33905 is??,order_status,{'order_id': 'PL33905'}
"Hey, How do I return AirPods?",refund_request,{'product': 'AirPods'}
"Hello, Has order #JZ39543 shipped yet?",order_status,{'order_id': 'JZ39543'}
"Hello, I want to return my PlayStation 5",refund_request,{'product': 'PlayStation 5'}
I was wondering Can you check where order EN58351 is?,order_status,{'order_id': 'EN58351'}
Can you tell me How do I reset my password?,account_help,{}
Can you tell me How do I reset my password?,account_help,{}
"The AirPods arrived damaged, I need a refund please",refund_request,{'product': 'AirPods'}
"The iPhone arrived damaged, I need a refund please",refund_request,{'product': 'iPhone'}
"Hello, Can you check where order OB26220 is?",order_status,{'order_id': 'OB26220'}
What's the status of order #BC08984??,order_status,{'order_id': 'BC08984'}
"Hello, How do I return Fitbit?",refund_request,{'product': 'Fitbit'}
I was wondering What's the status of order #LD38321?,order_status,{'order_id': 'LD38321'}
I'm getting error ERR_TIMEOUT when trying to login...,technical_support,"{'action': 'login', 'error_code': 'ERR_TIMEOUT'}"
"Hi, What's the status of order #VM85561?",order_status,{'order_id': 'VM85561'}
"The PlayStation 5 arrived damaged, I need a refund?",refund_request,{'product': 'PlayStation 5'}
Can you tell me When will Fitbit be back in stock?,product_inquiry,{'product': 'Fitbit'}
"Hello, The website won't let me update payment info",technical_support,{'action': 'update payment info'}
Can you tell me Do you have Samsung Galaxy in red?,product_inquiry,"{'product': 'Samsung Galaxy', 'color': 'red'}"
I was wondering Can you check where order GW59478 is?,order_status,{'order_id': 'GW59478'}
What's the status of order #NT53416??,order_status,{'order_id': 'NT53416'}
My password isn't working?,account_help,{}
Has order #UB76277 shipped yet? please,order_status,{'order_id': 'UB76277'}
The app crashes when I checkout thanks,technical_support,{'action': 'checkout'}
"Hi, The app crashes when I login",technical_support,{'action': 'login'}
"Hello, The website won't let me view my orders",technical_support,{'action': 'view my orders'}
"Hello, The MacBook Pro arrived damaged, I need a refund",refund_request,{'product': 'MacBook Pro'}
"I was wondering The PlayStation 5 arrived damaged, I need a refund",refund_request,{'product': 'PlayStation 5'}
My password isn't working please,account_help,{}
"The AirPods arrived damaged, I need a refund thank you",refund_request,{'product': 'AirPods'}
Can you check where order OY15940 is?...,order_status,{'order_id': 'OY15940'}
Can you check where order XR02695 is?...,order_status,{'order_id': 'XR02695'}
Has order #DT38394 shipped yet??,order_status,{'order_id': 'DT38394'}
I want to return my Samsung Galaxy?,refund_request,{'product': 'Samsung Galaxy'}
I can't login to my account...,account_help,{}
How do I return PlayStation 5?...,refund_request,{'product': 'PlayStation 5'}
"Hello, My password isn't working",account_help,{}
"Hello, What are the specs for the Samsung Galaxy?",product_inquiry,{'product': 'Samsung Galaxy'}
"Hey, Can you check where order KG80526 is?",order_status,{'order_id': 'KG80526'}
I can't login to my account?,account_help,{}
"The PlayStation 5 arrived damaged, I need a refund thank you",refund_request,{'product': 'PlayStation 5'}
How do I reset my password? thanks,account_help,{}
"Hi, Do you have Dyson vacuum in blue?",product_inquiry,"{'product': 'Dyson vacuum', 'color': 'blue'}"
"Hi, What's the status of order #RM72393?",order_status,{'order_id': 'RM72393'}
How do I reset my password? please,account_help,{}
The website won't let me add to cart...,technical_support,{'action': 'add to cart'}
Can you check where order KC88774 is?...,order_status,{'order_id': 'KC88774'}
The app crashes when I view my orders thank you,technical_support,{'action': 'view my orders'}
"Hello, I'm getting error 404 when trying to checkout",technical_support,"{'action': 'checkout', 'error_code': '404'}"
The app crashes when I login thank you,technical_support,{'action': 'login'}
I was wondering Has order #MT70454 shipped yet?,order_status,{'order_id': 'MT70454'}
"Hello, What's the status of order #RU10789?",order_status,{'order_id': 'RU10789'}
How do I return Fitbit??,refund_request,{'product': 'Fitbit'}
What are the specs for the Dyson vacuum? thanks,product_inquiry,{'product': 'Dyson vacuum'}
The app crashes when I checkout thank you,technical_support,{'action': 'checkout'}
How do I reset my password? thanks,account_help,{}
Do you have PlayStation 5 in space gray??,product_inquiry,"{'product': 'PlayStation 5', 'color': 'space gray'}"
Can you tell me The website won't let me login,technical_support,{'action': 'login'}
Do you have Nike Air Force in blue? thanks,product_inquiry,"{'product': 'Nike Air Force', 'color': 'blue'}"
I'm getting error ERR_CONNECTION_REFUSED when trying to login please,technical_support,"{'action': 'login', 'error_code': 'ERR_CONNECTION_REFUSED'}"
I was wondering When will Instant Pot be back in stock?,product_inquiry,{'product': 'Instant Pot'}
"Hello, The website won't let me checkout",technical_support,{'action': 'checkout'}
"Hello, I want to return my MacBook Pro",refund_request,{'product': 'MacBook Pro'}
I want to return my Instant Pot thank you,refund_request,{'product': 'Instant Pot'}
When will iPhone be back in stock? thank you,product_inquiry,{'product': 'iPhone'}
"Hello, What are the specs for the iPhone?",product_inquiry,{'product': 'iPhone'}
"The Instant Pot arrived damaged, I need a refund thank you",refund_request,{'product': 'Instant Pot'}
"Hi, What's the status of order #WG61487?",order_status,{'order_id': 'WG61487'}
My password isn't working...,account_help,{}
I'm getting error ERR_CONNECTION_REFUSED when trying to login please,technical_support,"{'action': 'login', 'error_code': 'ERR_CONNECTION_REFUSED'}"
What's the status of order #AE87137?...,order_status,{'order_id': 'AE87137'}
I want to return my Nike Air Force please,refund_request,{'product': 'Nike Air Force'}
"Hello, I can't login to my account",account_help,{}
I'm getting error 500 when trying to update payment info...,technical_support,"{'action': 'update payment info', 'error_code': '500'}"
"Hi, Do you have Kindle in space gray?",product_inquiry,"{'product': 'Kindle', 'color': 'space gray'}"
Has order #NO44938 shipped yet??,order_status,{'order_id': 'NO44938'}
